machine_id,logical_cpus,physical_cores,sockets,threads_per_core,core_budget,branch_count,workers,omp_threads,core_demand,core_utilization,oversubscribed,runs,eval_avg_ms,eval_min_ms,eval_max_ms,speedup_vs_single_thread,avg_branch_time_ms,max_branch_time_ms,branch_work_sum_ms,merge_tail_avg_ms
sthl_Intel(R)_Xeon(R)_Platinum_8375C_CPU_@_2.90GHz_64c128t,128,64,2,2,128,24,1,64,64,0.5,False,3,1870.2433333333333,1835.49,1896.66,1.0335464369164085,75.22827777777778,97.5312,1805.4786666666669,63.72923333333333
sthl_Intel(R)_Xeon(R)_Platinum_8375C_CPU_@_2.90GHz_64c128t,128,64,2,2,128,24,2,64,128,1.0,False,3,972.9406666666666,952.255,997.302,1.9867432820500874,76.18530555555556,110.14866666666667,1828.4473333333335,49.97303333333333
sthl_Intel(R)_Xeon(R)_Platinum_8375C_CPU_@_2.90GHz_64c128t,128,64,2,2,128,24,3,64,192,1.5,True,3,727.4576666666667,713.379,738.283,2.6571763855216317,82.63801666666667,125.21966666666667,1983.3124,50.007933333333334
sthl_Intel(R)_Xeon(R)_Platinum_8375C_CPU_@_2.90GHz_64c128t,128,64,2,2,128,24,4,64,256,2.0,True,3,590.9663333333333,581.402,600.75,3.270885707533255,87.36085833333333,133.50633333333332,2096.6605999999997,48.826633333333334
sthl_Intel(R)_Xeon(R)_Platinum_8375C_CPU_@_2.90GHz_64c128t,128,64,2,2,128,24,6,64,384,3.0,True,3,532.0223333333333,464.84,567.376,3.633274793602023,116.33133333333333,211.12333333333333,2791.9519999999998,50.47923333333333
sthl_Intel(R)_Xeon(R)_Platinum_8375C_CPU_@_2.90GHz_64c128t,128,64,2,2,128,24,8,64,512,4.0,True,3,492.3546666666667,444.022,530.064,3.9259977902108507,142.18565972222223,212.708,3412.4558333333334,50.35313333333333
sthl_Intel(R)_Xeon(R)_Platinum_8375C_CPU_@_2.90GHz_64c128t,128,64,2,2,128,24,12,64,768,6.0,True,3,485.46866666666665,391.583,537.661,3.9816850521077227,209.9621388888889,306.87933333333336,5039.091333333333,49.224666666666664
sthl_Intel(R)_Xeon(R)_Platinum_8375C_CPU_@_2.90GHz_64c128t,128,64,2,2,128,24,16,64,1024,8.0,True,3,870.68,625.615,1305.27,2.220084684767462,508.3887236111111,725.4696666666667,12201.329366666665,50.2504
sthl_Intel(R)_Xeon(R)_Platinum_8375C_CPU_@_2.90GHz_64c128t,128,64,2,2,128,24,24,64,1536,12.0,True,3,2677.2866666666664,2068.43,3797.62,0.7219934112397378,2606.42375,2622.6733333333336,62554.17,53.94853333333333
sthl_Intel(R)_Xeon(R)_Platinum_8375C_CPU_@_2.90GHz_64c128t,128,64,2,2,128,48,1,1,1,0.0078125,False,3,747.2423333333334,744.644,750.546,13.922837169735654,499.7463125,588.1653333333334,23987.823000000004,158.44766666666666
sthl_Intel(R)_Xeon(R)_Platinum_8375C_CPU_@_2.90GHz_64c128t,128,64,2,2,128,48,2,1,2,0.015625,False,3,742.5123333333333,739.913,745.676,14.011529325887741,499.4992361111111,585.2866666666666,23975.96333333333,156.60033333333334
sthl_Intel(R)_Xeon(R)_Platinum_8375C_CPU_@_2.90GHz_64c128t,128,64,2,2,128,48,3,1,3,0.0234375,False,3,748.6,738.128,763.368,13.897586606109181,500.6775763888889,591.3103333333333,24032.523666666668,156.44433333333333
sthl_Intel(R)_Xeon(R)_Platinum_8375C_CPU_@_2.90GHz_64c128t,128,64,2,2,128,48,4,1,4,0.03125,False,3,759.9119999999999,751.66,764.425,13.69070804689666,509.6230625,604.967,24461.907000000003,154.17466666666667
sthl_Intel(R)_Xeon(R)_Platinum_8375C_CPU_@_2.90GHz_64c128t,128,64,2,2,128,48,6,1,6,0.046875,False,3,763.6053333333333,759.303,767.545,13.624490138011959,523.0402152777777,609.876,25105.930333333334,152.96433333333334
sthl_Intel(R)_Xeon(R)_Platinum_8375C_CPU_@_2.90GHz_64c128t,128,64,2,2,128,48,8,1,8,0.0625,False,3,762.135,758.932,764.203,13.650774906457956,524.0743263888888,607.0436666666667,25155.56766666667,154.252
sthl_Intel(R)_Xeon(R)_Platinum_8375C_CPU_@_2.90GHz_64c128t,128,64,2,2,128,48,12,1,12,0.09375,False,3,763.3146666666667,759.704,769.454,13.629678280342228,526.82175,608.5783333333334,25287.444,153.99033333333333
sthl_Intel(R)_Xeon(R)_Platinum_8375C_CPU_@_2.90GHz_64c128t,128,64,2,2,128,48,16,1,16,0.125,False,3,760.0400000000001,758.561,761.782,13.688402364787818,515.7905694444444,605.0586666666667,24757.947333333337,154.25866666666667
sthl_Intel(R)_Xeon(R)_Platinum_8375C_CPU_@_2.90GHz_64c128t,128,64,2,2,128,48,32,1,32,0.25,False,3,763.0253333333333,750.415,776.074,13.634846549437416,520.2623263888888,609.076,24972.591666666667,153.287
sthl_Intel(R)_Xeon(R)_Platinum_8375C_CPU_@_2.90GHz_64c128t,128,64,2,2,128,48,48,1,48,0.375,False,3,769.6246666666666,757.895,787.217,13.517931251337233,532.2645625,612.9206666666666,25548.699,156.00233333333333
sthl_Intel(R)_Xeon(R)_Platinum_8375C_CPU_@_2.90GHz_64c128t,128,64,2,2,128,48,1,2,2,0.015625,False,3,657.729,643.327,684.362,9.411971597218104,501.3244027777778,554.272,24063.571333333333,102.79206666666667
sthl_Intel(R)_Xeon(R)_Platinum_8375C_CPU_@_2.90GHz_64c128t,128,64,2,2,128,48,2,2,4,0.03125,False,3,646.3126666666667,640.004,658.38,9.578222717797061,505.8443541666667,546.4966666666667,24280.529000000002,98.54456666666667
sthl_Intel(R)_Xeon(R)_Platinum_8375C_CPU_@_2.90GHz_64c128t,128,64,2,2,128,48,3,2,6,0.046875,False,3,635.726,568.477,691.235,9.73772767932516,490.6818333333333,532.4323333333333,23552.728,102.399
sthl_Intel(R)_Xeon(R)_Platinum_8375C_CPU_@_2.90GHz_64c128t,128,64,2,2,128,48,4,2,8,0.0625,False,3,583.008,552.529,621.284,10.618253380170882,438.9064583333333,480.316,21067.51,101.9077
sthl_Intel(R)_Xeon(R)_Platinum_8375C_CPU_@_2.90GHz_64c128t,128,64,2,2,128,48,6,2,12,0.09375,False,3,644.425,626.074,661.396,9.606279499812494,493.2411319444445,546.2959999999999,23675.574333333334,97.39676666666666
