machine_id,logical_cpus,physical_cores,sockets,threads_per_core,core_budget,branch_count,workers,omp_threads,core_demand,core_utilization,oversubscribed,mode,run_index,eval_ms,avg_branch_time_ms,max_branch_time_ms,branch_work_sum_ms,merge_tail_ms
sthl_Intel(R)_Xeon(R)_Platinum_8375C_CPU_@_2.90GHz_64c128t,128,64,2,2,128,24,1,4,4,0.031250,False,manual-parallel,3,2058.900000,83.023004,106.982000,1992.552100,65.437300
sthl_Intel(R)_Xeon(R)_Platinum_8375C_CPU_@_2.90GHz_64c128t,128,64,2,2,128,24,2,4,8,0.062500,False,manual-parallel,1,1172.640000,88.798317,110.811000,2131.159600,75.140100
sthl_Intel(R)_Xeon(R)_Platinum_8375C_CPU_@_2.90GHz_64c128t,128,64,2,2,128,24,2,4,8,0.062500,False,manual-parallel,2,1096.430000,85.529125,110.116000,2052.699000,69.108200
sthl_Intel(R)_Xeon(R)_Platinum_8375C_CPU_@_2.90GHz_64c128t,128,64,2,2,128,24,2,4,8,0.062500,False,manual-parallel,3,1141.340000,87.013712,112.719000,2088.329100,70.288800
sthl_Intel(R)_Xeon(R)_Platinum_8375C_CPU_@_2.90GHz_64c128t,128,64,2,2,128,24,3,4,12,0.093750,False,manual-parallel,1,775.062000,89.221221,114.809000,2141.309300,59.875000
sthl_Intel(R)_Xeon(R)_Platinum_8375C_CPU_@_2.90GHz_64c128t,128,64,2,2,128,24,3,4,12,0.093750,False,manual-parallel,2,783.880000,89.161917,114.381000,2139.886000,70.149800
sthl_Intel(R)_Xeon(R)_Platinum_8375C_CPU_@_2.90GHz_64c128t,128,64,2,2,128,24,3,4,12,0.093750,False,manual-parallel,3,784.308000,89.193458,114.018000,2140.643000,61.005200
sthl_Intel(R)_Xeon(R)_Platinum_8375C_CPU_@_2.90GHz_64c128t,128,64,2,2,128,24,4,4,16,0.125000,False,manual-parallel,1,616.833000,92.443775,119.461000,2218.650600,60.632800
sthl_Intel(R)_Xeon(R)_Platinum_8375C_CPU_@_2.90GHz_64c128t,128,64,2,2,128,24,4,4,16,0.125000,False,manual-parallel,2,660.546000,95.542483,122.710000,2293.019600,64.226400
sthl_Intel(R)_Xeon(R)_Platinum_8375C_CPU_@_2.90GHz_64c128t,128,64,2,2,128,24,4,4,16,0.125000,False,manual-parallel,3,625.948000,92.815787,118.589000,2227.578900,62.824500
sthl_Intel(R)_Xeon(R)_Platinum_8375C_CPU_@_2.90GHz_64c128t,128,64,2,2,128,24,6,4,24,0.187500,False,manual-parallel,1,524.268000,106.580096,151.343000,2557.922300,70.214900
sthl_Intel(R)_Xeon(R)_Platinum_8375C_CPU_@_2.90GHz_64c128t,128,64,2,2,128,24,6,4,24,0.187500,False,manual-parallel,2,520.404000,105.546571,151.710000,2533.117700,62.128800
sthl_Intel(R)_Xeon(R)_Platinum_8375C_CPU_@_2.90GHz_64c128t,128,64,2,2,128,24,6,4,24,0.187500,False,manual-parallel,3,546.430000,110.288883,155.095000,2646.933200,61.656900
sthl_Intel(R)_Xeon(R)_Platinum_8375C_CPU_@_2.90GHz_64c128t,128,64,2,2,128,24,8,4,32,0.250000,False,manual-parallel,1,464.389000,118.238783,163.199000,2837.730800,72.927100
sthl_Intel(R)_Xeon(R)_Platinum_8375C_CPU_@_2.90GHz_64c128t,128,64,2,2,128,24,8,4,32,0.250000,False,manual-parallel,2,448.653000,117.646383,160.394000,2823.513200,63.623000
sthl_Intel(R)_Xeon(R)_Platinum_8375C_CPU_@_2.90GHz_64c128t,128,64,2,2,128,24,8,4,32,0.250000,False,manual-parallel,3,446.409000,119.530629,169.188000,2868.735100,59.893500
sthl_Intel(R)_Xeon(R)_Platinum_8375C_CPU_@_2.90GHz_64c128t,128,64,2,2,128,24,12,4,48,0.375000,False,manual-parallel,1,388.506000,148.991417,191.000000,3575.794000,70.747100
sthl_Intel(R)_Xeon(R)_Platinum_8375C_CPU_@_2.90GHz_64c128t,128,64,2,2,128,24,12,4,48,0.375000,False,manual-parallel,2,393.281000,143.368583,211.835000,3440.846000,63.579100
sthl_Intel(R)_Xeon(R)_Platinum_8375C_CPU_@_2.90GHz_64c128t,128,64,2,2,128,24,12,4,48,0.375000,False,manual-parallel,3,373.145000,147.891958,190.746000,3549.407000,63.428300
